word,en,meaning,sentence,reading,romaji,synonyms,language
rentable,profitable,Makes profit,El negocio es muy **rentable**. — The business is very **profitable**.,,,,es
improductivo,unproductive,Makes no profit,La tierra es muy **improductiva**. — The land is very **unproductive**.,,,,es
productivo,productive,Makes products,La empresa es muy **productiva**. — The company is very **productive**.,,,,es
estéril,sterile,Cannot reproduce,La tierra es muy **estéril**. — The land is very **sterile**.,,,,es
fértil,fertile,Can reproduce,La tierra es muy **fértil**. — The land is very **fertile**.,,,,es
virgen,virgin,Untouched,La tierra es muy **virgen**. — The land is very **virgin**.,,,,es
cultivado,cultivated,Prepared for crops,La tierra está **cultivada**. — The land is **cultivated**.,,,,es
salvaje,wild,Untamed,El animal es muy **salvaje**. — The animal is very **wild**.,,,,es
domesticado,domesticated,Tamed,El animal está **domesticado**. — The animal is **domesticated**.,,,,es
manso,tame,Gentle,El animal es muy **manso**. — The animal is very **tame**.,,,,es
feroz,fierce,Wild and dangerous,El animal es muy **feroz**. — The animal is very **fierce**.,,,,es
dócil,docile,Obedient,El animal es muy **dócil**. — The animal is very **docile**.,,,,es
indomable,untamable,Cannot be tamed,El animal es **indomable**. — The animal is **untamable**.,,,,es
rebelde,rebellious,Resisting,El hijo es muy **rebelde**. — The son is very **rebellious**.,,,,es
obediente,obedient,Following rules,El hijo es muy **obediente**. — The son is very **obedient**.,,,,es
sumiso,submissive,Accepting authority,Es una persona muy **sumisa**. — She is a very **submissive** person.,,,,es
dominante,dominant,Controlling,Es una persona muy **dominante**. — He is a very **dominant** person.,,,,es
recesivo,recessive,Not dominant,Es un rasgo muy **recesivo**. — It is a very **recessive** trait.,,,,es
agresivo,aggressive,Attacking,Es un comportamiento muy **agresivo**. — It is a very **aggressive** behavior.,,,,es
pacífico,peaceful,Non-violent,Es una persona muy **pacífica**. — She is a very **peaceful** person.,,,,es
belicoso,warlike,Ready to fight,Es un pueblo muy **belicoso**. — It is a very **warlike** people.,,,,es
guerrero,warrior,Fighting,Es un pueblo muy **guerrero**. — It is a very **warrior** people.,,,,es
sedentario,sedentary,Not moving,Es una vida muy **sedentaria**. — It is a very **sedentary** life.,,,,es
nómada,nomadic,Moving around,Es una tribu muy **nómada**. — It is a very **nomadic** tribe.,,,,es
estable,stable,Not changing,Es un trabajo muy **estable**. — It is a very **stable** job.,,,,es
inestable,unstable,Changing,Es una situación muy **inestable**. — It is a very **unstable** situation.,,,,es
firme,firm,Solid,Es una posición muy **firme**. — It is a very **firm** position.,,,,es
vacilante,wavering,Uncertain,Es una posición muy **vacilante**. — It is a very **wavering** position.,,,,es
constante,constant,Always same,Es un valor muy **constante**. — It is a very **constant** value.,,,,es
variable,variable,Changes,Es un valor muy **variable**. — It is a very **variable** value.,,,,es
fijo,fixed,Not moving,El precio está muy **fijo**. — The price is very **fixed**.,,,,es
flotante,floating,Moving,El precio es muy **flotante**. — The price is very **floating**.,,,,es
sólido,solid,Firm,El estado es **sólido**. — The state is **solid**.,,,,es
líquido,liquid,Flowing,El estado es **líquido**. — The state is **liquid**.,,,,es
gaseoso,gaseous,Like gas,El estado es **gaseoso**. — The state is **gaseous**.,,,,es
plasmático,plasmic,Like plasma,El estado es **plasmático**. — The state is **plasmic**.,,,,es
homogéneo,homogeneous,All same,La mezcla es muy **homogénea**. — The mixture is very **homogeneous**.,,,,es
heterogéneo,heterogeneous,Different parts,La mezcla es muy **heterogénea**. — The mixture is very **heterogeneous**.,,,,es
uniforme,uniform,All same,El color es muy **uniforme**. — The color is very **uniform**.,,,,es
multicolor,multicolored,Many colors,El cuadro es muy **multicolor**. — The painting is very **multicolored**.,,,,es
iridiscente,iridescent,Changes color,La pluma es muy **iridiscente**. — The feather is very **iridescent**.,,,,es
fluorescente,fluorescent,Bright glow,La pintura es muy **fluorescente**. — The paint is very **fluorescent**.,,,,es
fosforescente,phosphorescent,Glows in dark,La pintura es muy **fosforescente**. — The paint is very **phosphorescent**.,,,,es
bioluminiscente,bioluminescent,Living light,La criatura es **bioluminiscente**. — The creature is **bioluminescent**.,,,,es
radiante,radiant,Shining brightly,Su cara es muy **radiante**. — Her face is very **radiant**.,,,,es
refulgente,refulgent,Shining back,El espejo es muy **refulgente**. — The mirror is very **refulgent**.,,,,es
reluciente,gleaming,Shiny bright,El coche es muy **reluciente**. — The car is very **gleaming**.,,,,es
relucido,polished,Very clean and shiny,La joya es muy **relucida**. — The jewel is very **polished**.,,,,es
oxidado,rusty,Covered in rust,El metal es muy **oxidado**. — The metal is very **rusty**.,,,,es
cromado,chromed,Shiny metal coating,El objeto es muy **cromado**. — The object is very **chromed**.,,,,es
plateado,silver-plated,Silver coating,El objeto es muy **plateado**. — The object is very **silver-plated**.,,,,es
dorado,golden,Gold coating,El objeto es muy **dorado**. — The object is very **golden**.,,,,es
aureo,golden,Like gold,El color es muy **áureo**. — The color is very **golden**.,,,,es
cúpreo,copper-colored,Like copper,El color es muy **cúpreo**. — The color is very **copper-colored**.,,,,es
férrico,ferric,Containing iron,La sustancia es muy **férrica**. — The substance is very **ferric**.,,,,es
vítreo,glassy,Like glass,El material es muy **vítreo**. — The material is very **glassy**.,,,,es
cerámico,ceramic,Made of clay,El objeto es **cerámico**. — The object is **ceramic**.,,,,es
pétreo,stony,Like stone,El material es muy **pétreo**. — The material is very **stony**.,,,,es
lignificado,lignified,Turned to wood,La planta está **lignificada**. — The plant is **lignified**.,,,,es
calcificado,calcified,Turned to chalk,Los huesos están **calcificados**. — The bones are **calcified**.,,,,es
mineralizado,mineralized,Turned to mineral,El fósil está muy **mineralizado**. — The fossil is very **mineralized**.,,,,es
fossilizado,fossilized,Turned to fossil,El animal está **fossilizado**. — The animal is **fossilized**.,,,,es
coagulado,coagulated,Clotted,La sangre está **coagulada**. — The blood is **coagulated**.,,,,es
congelado,frozen,Turned to ice,El agua está **congelada**. — The water is **frozen**.,,,,es
derretido,melted,Turned to liquid,El hielo está **derretido**. — The ice is **melted**.,,,,es
evaporado,evaporated,Turned to gas,El agua está **evaporada**. — The water is **evaporated**.,,,,es
condensado,condensed,Turned to liquid,El vapor está **condensado**. — The steam is **condensed**.,,,,es
reducido,reduced,Oxygen removed,El óxido está **reducido**. — The oxide is **reduced**.,,,,es
polimerizado,polymerized,Chains formed,El plástico está **polimerizado**. — The plastic is **polymerized**.,,,,es
degradado,degraded,Broken down,El material está muy **degradado**. — The material is very **degraded**.,,,,es
desintegrado,disintegrated,Fallen apart,El objeto está **desintegrado**. — The object is **disintegrated**.,,,,es
fragmentado,fragmented,In fragments,El objeto está muy **fragmentado**. — The object is very **fragmented**.,,,,es
pulverizado,pulverized,Turned to powder,El material está **pulverizado**. — The material is **pulverized**.,,,,es
atomizado,atomized,Turned to fine mist,El líquido está **atomizado**. — The liquid is **atomized**.,,,,es
granulado,granulated,In granules,El material es muy **granulado**. — The material is very **granulated**.,,,,es
cristalizado,crystallized,Formed crystals,El azúcar está **cristalizado**. — The sugar is **crystallized**.,,,,es
allá,there,In that place,Vamos **allá** mañana. — Let's go **there** tomorrow.,,,,es
dentro,inside,In the interior,Estamos **dentro** de la casa. — We are **inside** the house.,,,,es
fuera,outside,In the exterior,Estamos **fuera** de la casa. — We are **outside** the house.,,,,es
arriba,up/above,Higher position,La lámpara está **arriba**. — The lamp is **up**.,,,,es
abajo,down/below,Lower position,El sofá está **abajo**. — The sofa is **down**.,,,,es
adelante,forward,In front direction,Vamos **adelante**. — Let's go **forward**.,,,,es
atrás,backward,Behind direction,Vete **atrás**. — Go **backward**.,,,,es
izquierda,left,Left direction,Gira a la **izquierda**. — Turn **left**.,,,,es
derecha,right,Right direction,Gira a la **derecha**. — Turn **right**.,,,,es
enfrente,opposite,Facing,El banco está **enfrente**. — The bank is **opposite**.,,,,es
encima,on top,Above,El libro está **encima** de la mesa. — The book is **on top** of the table.,,,,es
debajo,under,Below,El gato está **debajo** de la mesa. — The cat is **under** the table.,,,,es
junto con,together with,Accompanying,Voy **junto con** mis amigos. — I go **together with** my friends.,,,,es
mediante,by means of,Through,**Mediante** el trabajo conseguí el dinero. — **By means of** work I got the money.,,,,es
excepto,except,Not including,Todos vienen **excepto** Juan. — Everyone comes **except** Juan.,,,,es
salvo,save,Not including,Todos están **salvo** tú. — Everyone is here **save** you.,,,,es
todo,everything,All things,Lo vendo **todo**. — I sell **everything**.,,,,es
cualquier,any,Unspecified,**Cualquier** cosa es buena. — **Any** thing is good.,,,,es
más,more,Greater amount,Quiero **más** comida. — I want **more** food.,,,,es
menos,less,Smaller amount,Quiero **menos** comida. — I want **less** food.,,,,es
a,to,Direction,Voy **a** la escuela. — I go **to** school.,,,,es
ante,before,In front of,**Ante** el juez dije la verdad. — **Before** the judge I told the truth.,,,,es
jamás,never ever,Not at any time,**Jamás** haría eso. — I would **never ever** do that.,,,,es
frecuentemente,frequently,Often,**Frecuentemente** voy al cine. — I go **frequently** to the movies.,,,,es
raramente,rarely,Seldom,**Raramente** llego tarde. — I **rarely** arrive late.,,,,es
aquello,that,That thing,**Aquello** fue hace tiempo. — **That** was long ago.,,,,es
esto,this,This thing,**Esto** es importante. — **This** is important.,,,,es
eso,that,That thing (near),**Eso** no me interesa. — **That** does not interest me.,,,,es
tan,so,To such degree,Es **tan** grande. — It is **so** big.,,,,es
tanto,so much,Great amount,Es **tanto** dinero. — It is **so much** money.,,,,es
adonde,where to,To what place,¿**Adónde** vas? — **Where to** are you going?,,,,es
cuanto,how much,What amount,¿**Cuánto** cuesta? — **How much** does it cost?,,,,es
como,how,In what manner,¿**Cómo** lo haces? — **How** do you do it?,,,,es
por qué,why,For what reason,¿**Por qué** no vienes? — **Why** don't you come?,,,,es
ciertamente,certainly,Without doubt,**Ciertamente** lo haré. — I will **certainly** do it.,,,,es
seguramente,surely,Definitely,**Seguramente** vendrá. — She will **surely** come.,,,,es
probablemente,probably,Likely,**Probablemente** llueva. — It will **probably** rain.,,,,es
posiblemente,possibly,Maybe,**Posiblemente** no venga. — He **possibly** may not come.,,,,es
apenas si,scarcely,Hardly,**Apenas si** lo veo. — I **scarcely** see him.,,,,es
acaso,by chance,Perhaps,¿**Acaso** no lo sabes? — Do you **by chance** not know?,,,,es
fácilmente,easily,Without difficulty,**Fácilmente** lo puedo hacer. — I can **easily** do it.,,,,es
difícilmente,hardly,With difficulty,**Difícilmente** lo puedo hacer. — I can **hardly** do it.,,,,es
rápidamente,quickly,At fast speed,Corro **rápidamente**. — I run **quickly**.,,,,es
lentamente,slowly,At slow speed,Camino **lentamente**. — I walk **slowly**.,,,,es
suavemente,softly,Gently,Hablo **suavemente**. — I speak **softly**.,,,,es
fuertemente,strongly,With strength,Golpeo **fuertemente**. — I hit **strongly**.,,,,es
claramente,clearly,With clarity,Veo **claramente**. — I see **clearly**.,,,,es
confusamente,confusingly,Without clarity,Entiendo **confusamente**. — I understand **confusingly**.,,,,es
perfectamente,perfectly,Without flaw,Lo hago **perfectamente**. — I do it **perfectly**.,,,,es
imperfectamente,imperfectly,With flaws,Lo hago **imperfectamente**. — I do it **imperfectly**.,,,,es
completamente,completely,Totally,**Completamente** de acuerdo. — **Completely** agree.,,,,es
parcialmente,partially,Partly,**Parcialmente** de acuerdo. — **Partially** agree.,,,,es
absolutamente,absolutely,Totally,**Absolutamente** no. — **Absolutely** no.,,,,es
relativamente,relatively,In relation,**Relativamente** bueno. — **Relatively** good.,,,,es
generalmente,generally,Mostly,**Generalmente** como en casa. — I **generally** eat at home.,,,,es
particularmente,particularly,Specifically,**Particularmente** me gusta. — I **particularly** like it.,,,,es
especialmente,especially,Mainly,**Especialmente** hoy. — **Especially** today.,,,,es
primeramente,firstly,First,**Primeramente** hago esto. — **Firstly** I do this.,,,,es
posteriormente,later,Afterward,**Posteriormente** hago eso. — **Later** I do that.,,,,es
últimamente,lately,Recently,**Últimamente** no lo he visto. — I have not **lately** seen him.,,,,es
recientemente,recently,Not long ago,**Recientemente** llegó. — He **recently** arrived.,,,,es
antiguamente,formerly,In the past,**Antiguamente** era diferente. — **Formerly** it was different.,,,,es
contemporáneamente,contemporaneously,At same time,**Contemporáneamente** sucedió. — It happened **contemporaneously**.,,,,es
anteriormente,previously,Before,**Anteriormente** sucedió. — It happened **previously**.,,,,es
simultáneamente,simultaneously,At same time,**Simultáneamente** llegamos. — We arrived **simultaneously**.,,,,es
separadamente,separately,Apart,Llegamos **separadamente**. — We arrived **separately**.,,,,es
juntos,together,As one,Llegamos **juntos**. — We arrived **together**.,,,,es
individualmente,individually,One by one,**Individualmente** hablé con ellos. — I spoke **individually** with them.,,,,es
colectivamente,collectively,As group,**Colectivamente** decidimos. — We **collectively** decided.,,,,es
mutuamente,mutually,Each to each,Nos ayudamos **mutuamente**. — We help **mutually**.,,,,es
recíprocamente,reciprocally,Each to each,Nos amamos **recíprocamente**. — We love **reciprocally**.,,,,es
bilateralmente,bilaterally,Both sides,**Bilateralmente** se acordó. — It was agreed **bilaterally**.,,,,es
unilateralmente,unilaterally,One side,**Unilateralmente** decidimos. — We decided **unilaterally**.,,,,es
voluntariamente,voluntarily,By choice,**Voluntariamente** lo hice. — I did it **voluntarily**.,,,,es
involuntariamente,involuntarily,Not by choice,**Involuntariamente** lo hice. — I did it **involuntarily**.,,,,es
deliberadamente,deliberately,On purpose,**Deliberadamente** lo hice. — I did it **deliberately**.,,,,es
accidentalmente,accidentally,By chance,**Accidentalmente** lo hice. — I did it **accidentally**.,,,,es
casualmente,coincidentally,By chance,**Casualmente** nos encontramos. — We **coincidentally** met.,,,,es
fortuitamente,fortuitously,By chance,**Fortuitamente** ganó. — He won **fortuitously**.,,,,es
necesariamente,necessarily,Must be,**Necesariamente** tienes que venir. — You **necessarily** have to come.,,,,es
opcionalmente,optionally,Can choose,**Opcionalmente** puedes venir. — You can **optionally** come.,,,,es
obligatoriamente,obligatorily,Must do,**Obligatoriamente** debes venir. — You must **obligatorily** come.,,,,es
liberalmente,liberally,Freely,**Liberalmente** lo gasté. — I spent it **liberally**.,,,,es
conservadoramente,conservatively,Cautiously,**Conservadoramente** lo gasté. — I spent it **conservatively**.,,,,es
descaradamente,brazenly,Without shame,**Descaradamente** mintió. — He **brazenly** lied.,,,,es
vergonzosamente,shamefully,With shame,**Vergonzosamente** actué. — I acted **shamefully**.,,,,es
honorablemente,honorably,With honor,**Honorablemente** actué. — I acted **honorably**.,,,,es
deshonrosamente,dishonorably,Without honor,**Deshonrosamente** actué. — I acted **dishonorably**.,,,,es
virtuosamente,virtuously,Morally,**Virtuosamente** viví. — I lived **virtuously**.,,,,es
viciadamente,viciously,Immorally,**Viciadamente** viví. — I lived **viciously**.,,,,es
santamente,saintly,Piously,**Santamente** viví. — I lived **saintly**.,,,,es
profanamente,profanely,Irreverently,**Profanamente** hablé. — I spoke **profanely**.,,,,es
piadosamente,piously,Religiously,**Piadosamente** oré. — I prayed **piously**.,,,,es
impíamente,impiously,Irreligiously,**Impíamente** actué. — I acted **impiously**.,,,,es
amorosamente,lovingly,With love,Te miro **amorosamente**. — I look at you **lovingly**.,,,,es
odiosamente,hatefully,With hate,Te miro **odiosamente**. — I look at you **hatefully**.,,,,es
cariñosamente,affectionately,With affection,Te abrazo **cariñosamente**. — I hug you **affectionately**.,,,,es
bruscamente,briskly,Abruptly,Lo tomé **bruscamente**. — I took it **briskly**.,,,,es
delicadamente,delicately,Gently,Lo tomé **delicadamente**. — I took it **delicately**.,,,,es
violentamente,violently,With force,Lo tomé **violentamente**. — I took it **violently**.,,,,es
pacíficamente,peacefully,Without violence,**Pacíficamente** vivimos. — We live **peacefully**.,,,,es
agresivamente,aggressively,Offensively,**Agresivamente** atacó. — He attacked **aggressively**.,,,,es
defensivamente,defensively,Protectively,**Defensivamente** actuó. — He acted **defensively**.,,,,es
ofensivamente,offensively,Aggressively,**Ofensivamente** atacó. — He attacked **offensively**.,,,,es
prudentemente,prudently,Carefully,**Prudentemente** actué. — I acted **prudently**.,,,,es
imprudentemente,imprudently,Carelessly,**Imprudentemente** actué. — I acted **imprudently**.,,,,es
sabiamente,wisely,With wisdom,**Sabiamente** decidí. — I decided **wisely**.,,,,es
neciamente,foolishly,Without wisdom,**Neciamente** decidí. — I decided **foolishly**.,,,,es
inteligentemente,intelligently,With intelligence,**Inteligentemente** lo resolví. — I solved it **intelligently**.,,,,es
estúpidamente,stupidly,Without intelligence,**Estúpidamente** lo resolví. — I solved it **stupidly**.,,,,es
cuidadosamente,carefully,With care,**Cuidadosamente** lo hice. — I did it **carefully**.,,,,es
negligentemente,negligently,Without care,**Negligentemente** lo hice. — I did it **negligently**.,,,,es
concienzudamente,conscientiously,With conscience,**Concienzudamente** trabajé. — I worked **conscientiously**.,,,,es
inconscientemente,unconsciously,Without conscience,**Inconscientemente** actué. — I acted **unconsciously**.,,,,es
consecuentemente,consequently,As a result,**Consecuentemente** sucedió. — It happened **consequently**.,,,,es
inconsecuentemente,inconsistently,Inconsistently,**Inconsecuentemente** decidí. — I decided **inconsistently**.,,,,es
lógicamente,logically,By reason,**Lógicamente** es correcto. — It is **logically** correct.,,,,es
ilógicamente,illogically,Without reason,**Ilógicamente** decidí. — I decided **illogically**.,,,,es
racionalmente,rationally,Using reason,**Racionalmente** pensé. — I thought **rationally**.,,,,es
irracionalmente,irrationally,Without reason,**Irracionalmente** pensé. — I thought **irrationally**.,,,,es
objetivamente,objectively,Without bias,"**Objetivamente** hablando, es malo. — **Objectively** speaking, it is bad.",,,,es
subjetivamente,subjectively,With bias,"**Subjetivamente** hablando, es malo. — **Subjectively** speaking, it is bad.",,,,es
imparcialmente,impartially,Without favor,**Imparcialmente** juzgo. — I judge **impartially**.,,,,es
temperatura,temperature,Heat level,La **temperatura** es alta. — The **temperature** is high.,,,,es
clima cálido,warm climate,Warm weather,Nos mudamos a un **clima cálido**. — We moved to a **warm climate**.,,,,es
clima templado,temperate climate,Moderate weather,El **clima templado** es perfecto. — The **temperate climate** is perfect.,,,,es
clima frío,cold climate,Very cold weather,El **clima frío** es extremo. — The **cold climate** is extreme.,,,,es
buen tiempo,nice weather,Good atmospheric condition,Hoy hay **buen tiempo**. — There is **nice weather** today.,,,,es
mal tiempo,bad weather,Poor atmospheric condition,Hay **mal tiempo**. — There is **bad weather**.,,,,es
constelación,constellation,Group of stars,La **constelación** de Orión es hermosa. — The **constellation** of Orion is beautiful.,,,,es
galaxia,galaxy,Huge star system,La **galaxia** Andrómeda es distante. — The **galaxy** Andromeda is distant.,,,,es
cometa,comet,Icy body in space,El **cometa** Halley es famoso. — The **comet** Halley is famous.,,,,es
asteroide,asteroid,Small rocky body,Un **asteroide** chocó con la Tierra. — An **asteroid** collided with Earth.,,,,es
meteorito,meteorite,Fallen asteroid,El **meteorito** causó un cráter. — The **meteorite** caused a crater.,,,,es
atmósfera,atmosphere,Air surrounding Earth,La **atmósfera** es delgada. — The **atmosphere** is thin.,,,,es
oxígeno,oxygen,Gas we breathe,El **oxígeno** es esencial. — **Oxygen** is essential.,,,,es
nitrógeno,nitrogen,Main atmospheric gas,El **nitrógeno** es abundante. — **Nitrogen** is abundant.,,,,es
carbono,carbon,Chemical element,El **carbono** forma diamantes. — **Carbon** forms diamonds.,,,,es
hidrógeno,hydrogen,Lightest element,El **hidrógeno** es ligero. — **Hydrogen** is light.,,,,es
helio,helium,Noble gas,El **helio** llena globos. — **Helium** fills balloons.,,,,es
hierro,iron,Strong metal,El **hierro** es fuerte. — **Iron** is strong.,,,,es
cobre,copper,Reddish metal,El **cobre** conduce electricidad. — **Copper** conducts electricity.,,,,es
oro,gold,Precious metal,El **oro** es valioso. — **Gold** is valuable.,,,,es
plata,silver,Shiny metal,La **plata** es hermosa. — **Silver** is beautiful.,,,,es
platino,platinum,Rare metal,El **platino** es raro. — **Platinum** is rare.,,,,es
aluminio,aluminum,Light metal,El **aluminio** es ligero. — **Aluminum** is light.,,,,es
zinc,zinc,Metallic element,El **zinc** previene oxidación. — **Zinc** prevents oxidation.,,,,es
estaño,tin,Soft metal,El **estaño** es suave. — **Tin** is soft.,,,,es
plomo,lead,Heavy metal,El **plomo** es tóxico. — **Lead** is toxic.,,,,es
níquel,nickel,Hard metal,El **níquel** es duro. — **Nickel** is hard.,,,,es
acero,steel,Iron alloy,El **acero** es muy fuerte. — **Steel** is very strong.,,,,es
bronce,bronze,Copper alloy,El **bronce** es antiguo. — **Bronze** is ancient.,,,,es
latón,brass,Copper and zinc alloy,El **latón** es amarillo. — **Brass** is yellow.,,,,es
cristal,glass,Transparent material,El **cristal** es frágil. — **Glass** is fragile.,,,,es
cerámica,ceramic,Clay material,La **cerámica** es frágil. — **Ceramic** is fragile.,,,,es
porcelana,porcelain,Fine ceramic,La **porcelana** es delicada. — **Porcelain** is delicate.,,,,es
caucho,rubber,Elastic material,El **caucho** es flexible. — **Rubber** is flexible.,,,,es
tela,cloth,Woven material,La **tela** es suave. — The **cloth** is soft.,,,,es
lino,linen,Plant fiber,El **lino** es resistente. — **Linen** is resistant.,,,,es
poliéster,polyester,Synthetic fiber,El **poliéster** es duradero. — **Polyester** is durable.,,,,es
nylon,nylon,Synthetic fiber,El **nylon** es fuerte. — **Nylon** is strong.,,,,es
piedra,stone,Rock material,La **piedra** es sólida. — **Stone** is solid.,,,,es
arena,sand,Fine particles,La **arena** es suave. — **Sand** is soft.,,,,es
barro,clay/mud,Wet soil,El **barro** es pegajoso. — **Clay** is sticky.,,,,es
cemento,cement,Binding material,El **cemento** seca rápido. — **Cement** dries quickly.,,,,es
hormigón,concrete,Hard building material,El **hormigón** es fuerte. — **Concrete** is strong.,,,,es
asfalto,asphalt,Road surface,El **asfalto** está caliente. — The **asphalt** is hot.,,,,es
ladrillo,brick,Building block,El **ladrillo** es rojo. — The **brick** is red.,,,,es
teja,roof tile,Roof covering,La **teja** está rota. — The **roof tile** is broken.,,,,es
mármol,marble,Luxury stone,El **mármol** es hermoso. — **Marble** is beautiful.,,,,es
granito,granite,Hard stone,El **granito** es muy duro. — **Granite** is very hard.,,,,es
caliza,limestone,Soft stone,La **caliza** es suave. — **Limestone** is soft.,,,,es
arenisca,sandstone,Sandy stone,La **arenisca** es porosa. — **Sandstone** is porous.,,,,es
pizarral,slate field,Area of slate,El **pizarral** es extenso. — The **slate field** is extensive.,,,,es
mina,mine,Underground resource,La **mina** de oro es profunda. — The gold **mine** is deep.,,,,es
cantera,quarry,Stone extraction site,La **cantera** está abandonada. — The **quarry** is abandoned.,,,,es
pozo,well,Deep hole for water,El **pozo** es profundo. — The **well** is deep.,,,,es
cueva,cave,Underground chamber,La **cueva** es oscura. — The **cave** is dark.,,,,es
gruta,grotto,Underground cavern,La **gruta** es hermosa. — The **grotto** is beautiful.,,,,es
caverna,cavern,Large cave,La **caverna** es enorme. — The **cavern** is huge.,,,,es
sótano,basement,Underground room,El **sótano** es frío. — The **basement** is cold.,,,,es
túnel,tunnel,Underground passage,El **túnel** es largo. — The **tunnel** is long.,,,,es
alcantarilla,sewer,Underground drain,La **alcantarilla** está sucia. — The **sewer** is dirty.,,,,es
zanja,ditch,Narrow trench,La **zanja** es profunda. — The **ditch** is deep.,,,,es
trinchera,trench,Defensive ditch,La **trinchera** está llena. — The **trench** is full.,,,,es
foso,moat,Water-filled ditch,El **foso** rodea el castillo. — The **moat** surrounds the castle.,,,,es
vallado,fence/enclosure,Boundary line,El **vallado** está roto. — The **fence** is broken.,,,,es
valla,fence,Barrier,La **valla** es alta. — The **fence** is tall.,,,,es
barrera,barrier,Obstruction,La **barrera** impide el paso. — The **barrier** prevents passage.,,,,es
límite,limit,Boundary,El **límite** de velocidad es 60. — The speed **limit** is 60.,,,,es
muelle,dock/pier,Waterfront structure,El **muelle** está lleno. — The **dock** is full.,,,,es
embarcadero,pier,Boat boarding place,El **embarcadero** es seguro. — The **pier** is safe.,,,,es
dársena,basin,Sheltered harbor,La **dársena** está protegida. — The **basin** is protected.,,,,es
canal,canal,Artificial waterway,El **canal** cruza la ciudad. — The **canal** crosses the city.,,,,es
arroyo,stream,Small river,El **arroyo** es tranquilo. — The **stream** is calm.,,,,es
manantial,spring,Water source,El **manantial** es fresco. — The **spring** is fresh.,,,,es
fuente,fountain,Water feature,La **fuente** está en el parque. — The **fountain** is in the park.,,,,es
cascada,waterfall,Falling water,La **cascada** es hermosa. — The **waterfall** is beautiful.,,,,es
presa,dam,Water barrier,La **presa** es enorme. — The **dam** is huge.,,,,es
embalse,reservoir,Water storage,El **embalse** está lleno. — The **reservoir** is full.,,,,es
acueducto,aqueduct,Water conduit,El **acueducto** es antiguo. — The **aqueduct** is ancient.,,,,es
tuberías,pipes,Water tubes,Las **tuberías** están rotas. — The **pipes** are broken.,,,,es
cisterna,tank,Water storage,La **cisterna** está vacía. — The **tank** is empty.,,,,es
depósito,reservoir,Storage container,El **depósito** de agua es grande. — The water **reservoir** is large.,,,,es
balde,bucket,Carrying container,El **balde** está lleno. — The **bucket** is full.,,,,es
cubo,bucket,Carrying vessel,El **cubo** de basura está aquí. — The **bucket** of trash is here.,,,,es
recipiente,container,Holding vessel,El **recipiente** es de vidrio. — The **container** is made of glass.,,,,es
plato hondo,bowl,Deep plate,El **plato hondo** está lleno de sopa. — The **bowl** is full of soup.,,,,es
sopa,soup,Liquid food,La **sopa** está deliciosa. — The **soup** is delicious.,,,,es
caldo,broth,Clear soup,El **caldo** es sabroso. — The **broth** is tasty.,,,,es
puré,puree,Mashed food,El **puré** de papas es rico. — The **puree** of potatoes is delicious.,,,,es
salsa,sauce,Flavoring liquid,La **salsa** es picante. — The **sauce** is spicy.,,,,es
mayonesa,mayonnaise,Creamy sauce,La **mayonesa** está fresca. — The **mayonnaise** is fresh.,,,,es
ketchup,ketchup,Tomato sauce,El **ketchup** es rojo. — The **ketchup** is red.,,,,es
salsa de tomate,tomato sauce,Sauce from tomatoes,La **salsa de tomate** es homogénea. — The **tomato sauce** is homogeneous.,,,,es
aceite de oliva,olive oil,Oil from olives,El **aceite de oliva** es de España. — **Olive oil** is from Spain.,,,,es
manteca,lard,Pork fat,La **manteca** se usa en cocina. — **Lard** is used in cooking.,,,,es
margarina,margarine,Butter substitute,La **margarina** es más barata. — **Margarine** is cheaper.,,,,es
requesón,cottage cheese,Crumbly cheese,El **requesón** es suave. — **Cottage cheese** is soft.,,,,es
postre,dessert,Sweet ending meal,El **postre** está delicioso. — The **dessert** is delicious.,,,,es
golosina,candy/treat,Sweet snack,Ella come **golosinas**. — She eats **candies**.,,,,es
chicle,gum,Chewing gum,Estoy masticando **chicle**. — I am chewing **gum**.,,,,es
bombón,bonbon,Chocolate candy,Ella come un **bombón**. — She eats a **bonbon**.,,,,es
praliné,praline,Chocolate with nuts,El **praliné** es delicioso. — The **praline** is delicious.,,,,es
turrón,nougat,Sweet paste candy,El **turrón** es tradicional. — **Nougat** is traditional.,,,,es
merengue,meringue,Sweet egg white,El **merengue** es esponjoso. — **Meringue** is spongy.,,,,es
flan,flan/custard,Baked custard,El **flan** está delicioso. — The **flan** is delicious.,,,,es
mousse,mousse,Light dessert,El **mousse** es esponjoso. — The **mousse** is spongy.,,,,es
tiramisú,tiramisu,Layered dessert,El **tiramisú** tiene café. — **Tiramisu** has coffee.,,,,es
cheesecake,cheesecake,Cheese dessert,El **cheesecake** es rico. — The **cheesecake** is rich.,,,,es
brownie,brownie,Chocolate cake,El **brownie** es de chocolate. — The **brownie** is made of chocolate.,,,,es
donut,donut,Fried cake,El **donut** está dulce. — The **donut** is sweet.,,,,es
crepe,crepe,Thin pancake,La **crepe** está rellena. — The **crepe** is filled.,,,,es
waffle,waffle,Grid cake,El **waffle** está crujiente. — The **waffle** is crispy.,,,,es
muesli,granola,Grain cereal,El **muesli** es nutritivo. — **Granola** is nutritious.,,,,es
cereal,cereal,Grain breakfast,El **cereal** con leche es desayuno. — **Cereal** with milk is breakfast.,,,,es
