word,en,meaning,sentence,reading,romaji,synonyms,language
多い,many,many,人が多いです。,おおい,ooi,多数 (たすう),ja
少ない,few,few,時間が少ないです。,すくない,sukunai,少量 (しょうりょう),ja
後,after/back,after; behind,後で電話します。,あと,ato,後方 (こうほう),ja
売る,to sell,to sell,店で商品を売ります。,うる,uru,販売する (はんばいする),ja
取る,to take,to take,写真を取ります。,とる,toru,取得する (しゅとくする),ja
置く,to put,to put,机に置きます。,おく,oku,配置する (はいちする),ja
市場,market,market,市場で魚を買います。,いちば,ichiba,マーケット (maaketto),ja
値段,price,price,値段が高いです。,ねだん,nedan,価格 (かかく),ja
夕方,evening,evening,夕方に散歩します。,ゆうがた,yuugata,夕刻 (ゆうこく),ja
分,minute,minute,あと五分です。,ふん,funn,分間 (ふんかん),ja
秒,second,second,一秒待ってください。,びょう,byou,秒間 (びょうかん),ja
天,heaven/sky,heaven,天が明るいです。,てん,ten,天空 (てんくう),ja
地,earth,earth,地面が濡れています。,ち,chi,大地 (だいち),ja
草,grass,grass,草が青いです。,くさ,kusa,雑草 (ざっそう),ja
色,color,color,色がきれいです。,いろ,iro,色彩 (しきさい),ja
力,power,strength,力が必要です。,ちから,chikara,能力 (のうりょく),ja
質問,question,question,質問があります。,しつもん,shitsumon,問い (とい),ja
合格,pass,pass,試験に合格しました。,ごうかく,goukaku,成功 (せいこう),ja
努力,effort,effort,努力が大切です。,どりょく,doryoku,尽力 (じんりょく),ja
運動,exercise,exercise,運動をします。,うんどう,undou,スポーツ (supootsu),ja
店員,clerk,clerk,店員に聞きます。,てんいん,tenin,スタッフ (sutaffu),ja
商品,product,product,商品を買います。,しょうひん,shouhin,製品 (せいひん),ja
注文,order,order,料理を注文します。,ちゅうもん,chuumon,依頼 (いらい),ja
食べ物,food,food,食べ物を買います。,たべもの,tabemono,食品 (しょくひん),ja
にぎやか,lively,lively,町はにぎやかです。,にぎやか,nigiyaka,活気 (かっき),ja
一部,part,part,一部だけ見ました。,いちぶ,ichibu,部分 (ぶぶん),ja
増える,to increase,to increase,人口が増えています。,ふえる,fueru,増加する (ぞうかする),ja
減る,to decrease,to decrease,水が減りました。,へる,heru,減少する (げんしょうする),ja
渡す,to hand over,to hand over,書類を渡します。,わたす,watasu,手渡す (てわたす),ja
見せる,to show,to show,写真を見せます。,みせる,miseru,提示する (ていじする),ja
習う,to learn,to learn,ピアノを習っています。,ならう,narau,学ぶ (まなぶ),ja
感じる,to feel,to feel,寒さを感じます。,かんじる,kanjiru,感覚する (かんかくする),ja
疑う,to doubt,to doubt,結果を疑います。,うたがう,utagau,不信に思う (ふしんにおもう),ja
助かる,to be saved,to be saved,助かりました。,たすかる,tasukaru,救われる (すくわれる),ja
攻める,to attack,to attack,敵を攻めます。,せめる,semeru,攻撃する (こうげきする),ja
止む,to stop,to stop (rain),雨が止みました。,やむ,yamu,収まる (おさまる),ja
鳴る,to ring,to ring,電話が鳴っています。,なる,naru,響く (ひびく),ja
鳴らす,to ring,to ring (something),ベルを鳴らします。,ならす,narasu,響かせる (ひびかせる),ja
光る,to shine,to shine,星が光っています。,ひかる,hikaru,輝く (かがやく),ja
輝く,to shine,to shine,宝石が輝いています。,かがやく,kagayaku,光る (ひかる),ja
温まる,to warm up,to warm up,体が温まります。,あたたまる,atatamaru,暖まる (atatamaru),ja
温める,to warm,to warm,スープを温めます。,あたためる,atatameru,加熱する (かねつする),ja
乾く,to dry,to dry,服が乾きました。,かわく,kawaku,乾燥する (かんそうする),ja
乾かす,to dry,to dry,髪を乾かします。,かわかす,kawakasu,乾燥させる (kansou saseru),ja
濡れる,to get wet,to get wet,雨で濡れました。,ぬれる,nureru,湿る (しめる),ja
濡らす,to wet,to wet,服を濡らしました。,ぬらす,nurasu,湿らせる (shiméraseru),ja
滑る,to slip,to slip,道で滑りました。,すべる,suberu,転ぶ (ころぶ),ja
転ぶ,to fall,to fall,道で転びました。,ころぶ,korobu,倒れる (たおれる),ja
倒れる,to collapse,to collapse,木が倒れました。,たおれる,taoreru,崩れる (くずれる),ja
起き上がる,to get up,to get up,すぐ起き上がりました。,おきあがる,okiagaru,立ち上がる (たちあがる),ja
立ち上がる,to stand up,to stand up,椅子から立ち上がります。,たちあがる,tachiagaru,起立する (kiritsu suru),ja
座り込む,to sit down suddenly,to sit down,疲れて座り込みました。,すわりこむ,suwarikomu,座る (すわる),ja
招く,to invite,to invite,友達を招きます。,まねく,maneku,呼ぶ (よぶ),ja
訪ねる,to visit,to visit,先生を訪ねます。,たずねる,tazuneru,訪問する (ほうもんする),ja
訪れる,to visit,to visit,京都を訪れます。,おとずれる,otozureru,訪問する (houmon suru),ja
泊める,to lodge,to lodge,友達を泊めます。,とめる,tomeru,宿泊させる (shukuhaku saseru),ja
飛ばす,to fly,to fly (something),飛行機を飛ばします。,とばす,tobasu,飛行させる (hikou saseru),ja
潜る,to dive,to dive,海に潜ります。,もぐる,moguru,潜水する (せんすいする),ja
降る,to fall,to fall (rain/snow),雨が降ります。,ふる,furu,降下する (kouka suru),ja
吹く,to blow,to blow,風が吹いています。,ふく,fuku,風が流れる (kaze ga nagareru),ja
燃える,to burn,to burn,火が燃えています。,もえる,moeru,燃焼する (ねんしょうする),ja
燃やす,to burn,to burn (something),紙を燃やします。,もやす,moyasu,燃焼させる (nenshou saseru),ja
重要,important,important,これは重要な問題です。,じゅうよう,juuyou,大切 (たいせつ),ja
願う,to wish,to wish,成功を願います。,ねがう,negau,祈る (いのる),ja
決定,decision,decision,決定を待っています。,けってい,kettei,判断 (はんだん),ja
判断,judgment,judgment,正しい判断をします。,はんだん,handan,決定 (けってい),ja
原因,cause,cause,事故の原因を調べます。,げんいん,genin,理由 (りゆう),ja
効果,effect,effect,効果があります。,こうか,kouka,効き目 (ききめ),ja
影響,influence,influence,天気が影響します。,えいきょう,eikyou,作用 (さよう),ja
状態,condition,condition,状態が良いです。,じょうたい,joutai,状況 (じょうきょう),ja
状況,situation,situation,状況を説明します。,じょうきょう,joukyou,状態 (じょうたい),ja
場合,case,case,場合によります。,ばあい,baai,ケース (keesu),ja
体験,experience,experience,新しい体験です。,たいけん,taiken,経験 (けいけん),ja
活動,activity,activity,活動に参加します。,かつどう,katsudou,行動 (こうどう),ja
行動,action,action,すぐ行動します。,こうどう,koudou,活動 (かつどう),ja
計画,plan,plan,旅行の計画を立てます。,けいかく,keikaku,予定 (よてい),ja
用意,preparation,preparation,用意ができました。,ようい,youi,準備 (じゅんび),ja
確認,confirmation,confirmation,内容を確認します。,かくにん,kakunin,チェック (chekku),ja
警告,warning,warning,警告が出ました。,けいこく,keikoku,注意 (ちゅうい),ja
禁止,prohibition,prohibition,ここは禁止です。,きんし,kinshi,禁じる (kinjiru),ja
許可,permission,permission,許可をもらいます。,きょか,kyoka,承認 (しょうにん),ja
承認,approval,approval,上司が承認しました。,しょうにん,shounin,許可 (きょか),ja
管理,management,management,時間を管理します。,かんり,kanri,運営 (うんえい),ja
運営,operation,operation,会社を運営します。,うんえい,unei,管理 (かんり),ja
使用,use,use,道具を使用します。,しよう,shiyou,利用 (りよう),ja
発見,discovery,discovery,新しい発見があります。,はっけん,hakken,見つける (mitsukeru),ja
発明,invention,invention,新しい発明です。,はつめい,hatsumei,創作 (そうさく),ja
創造,creation,creation,新しい価値を創造します。,そうぞう,souzou,創作 (そうさく),ja
表現,expression,expression,感情を表現します。,ひょうげん,hyougen,表す (あらわす),ja
説明,explanation,explanation,説明を聞きます。,せつめい,setsumei,解説 (かいせつ),ja
解説,explanation,explanation,詳しく解説します。,かいせつ,kaisetsu,説明 (せつめい),ja
理解,understanding,understanding,内容を理解します。,りかい,rikai,分かる (わかる),ja
解決,solution,solution,問題を解決します。,かいけつ,kaiketsu,解消 (かいしょう),ja
解消,resolution,resolution,ストレスを解消します。,かいしょう,kaishou,解決 (かいけつ),ja
参加,participation,participation,イベントに参加します。,さんか,sanka,出席 (しゅっせき),ja
出席,attendance,attendance,会議に出席します。,しゅっせき,shusseki,参加 (さんか),ja
欠席,absence,absence,授業を欠席しました。,けっせき,kesseki,不参加 (fusanka),ja
遅刻,late,late,遅刻しました。,ちこく,chikoku,遅れ (おくれ),ja
早退,leave early,leave early,早退します。,そうたい,soutai,途中退席 (tochuu taishaku),ja
受付,reception,reception,受付で名前を書きます。,うけつけ,uketsuke,窓口 (まどぐち),ja
案内,guidance,guidance,案内してくれます。,あんない,annai,ガイド (gaido),ja
通知,notification,notification,通知が届きました。,つうち,tsuuchi,連絡 (れんらく),ja
報告,report,report,結果を報告します。,ほうこく,houkoku,報道 (ほうどう),ja
議論,discussion,discussion,問題について議論します。,ぎろん,giron,討論 (とうろん),ja
討論,debate,debate,意見を討論します。,とうろん,touron,議論 (ぎろん),ja
提案,proposal,proposal,新しい提案です。,ていあん,teian,提議 (teigi),ja
同意,agreement,agreement,条件に同意します。,どうい,doui,賛成 (さんせい),ja
否定,denial,denial,事実を否定します。,ひてい,hitei,反対 (はんたい),ja
不可能,impossible,impossible,それは不可能です。,ふかのう,fukanou,無理 (むり),ja
達成する,to achieve,to achieve,目標を達成します。,たっせいする,tasseisuru,成功する (せいこうする),ja
改善,improvement,improvement,問題を改善します。,かいぜん,kaizen,改良 (かいりょう),ja
改良,improvement,improvement,製品を改良します。,かいりょう,kairyou,改善 (かいぜん),ja
増加,increase,increase,売上が増加しました。,ぞうか,zouka,増える (ふえる),ja
減少,decrease,decrease,人口が減少しています。,げんしょう,genshou,減る (へる),ja
維持,maintenance,maintenance,健康を維持します。,いじ,iji,保つ (たもつ),ja
保存,preservation,preservation,データを保存します。,ほぞん,hozon,保管 (ほかん),ja
保管,storage,storage,荷物を保管します。,ほかん,hokan,保存 (ほぞん),ja
整理,organization,organization,部屋を整理します。,せいり,seiri,整頓 (せいとん),ja
整頓,tidying,tidying,机を整頓します。,せいとん,seiton,整理 (せいり),ja
清掃,cleaning,cleaning,道路を清掃します。,せいそう,seisou,掃除 (そうじ),ja
修理,repair,repair,機械を修理します。,しゅうり,shuuri,直す (なおす),ja
交換,exchange,exchange,部品を交換します。,こうかん,koukan,取り替える (torikaeru),ja
取り替える,to replace,to replace,電池を取り替えます。,とりかえる,torikaeru,交換する (こうかんする),ja
急ぐ,to hurry,to hurry,急いでください。,いそぐ,isogu,急行する (kyuukou suru),ja
間に合う,to be in time,to be in time,電車に間に合いました。,まにあう,maniau,間に合せる (maniawaseru),ja
遅れる,to be late,to be late,会議に遅れました。,おくれる,okureru,遅延する (chien suru),ja
直ちに,immediately,immediately,直ちに開始します。,ただちに,tadachini,すぐ (sugu),ja
おそらく,probably,probably,おそらく来ないでしょう。,おそらく,osoraku,多分 (tabun),ja
ぜひ,by all means,by all means,ぜひ来てください。,ぜひ,zehi,必ず (kanarazu),ja
確かに,indeed,indeed,確かにそうです。,たしかに,tashikani,本当に (hontou ni),ja
本当に,really,really,本当にありがとう。,ほんとうに,hontou ni,実際に (jissai ni),ja
例えば,for example,for example,例えばこれはどうですか。,たとえば,tatoeba,例として (rei toshite),ja
つまり,in other words,in other words,つまり簡単です。,つまり,tsumari,要するに (you suru ni),ja
要するに,in short,in short,要するに難しいです。,ようするに,you suru ni,つまり (tsumari),ja
さらに,furthermore,furthermore,さらに説明します。,さらに,sarani,加えて (kuwaete),ja
加えて,in addition,in addition,加えて説明します。,くわえて,kuwaete,さらに (sarani),ja
でも,but,but,でも行きます。,でも,demo,しかし (shikashi),ja
そのため,therefore,therefore,そのため中止です。,そのため,sono tame,だから (dakara),ja
それから,then,then,それから帰りました。,それから,sorekara,そして (soshite),ja
再び,again,again,再び試します。,ふたたび,futatabi,また (mata),ja
ほとんど,almost,almost,ほとんど終わりました。,ほとんど,hotondo,大体 (daitai),ja
全く,not at all,not at all,全く分かりません。,まったく,mattaku,全然 (zenzen),ja
相当,considerably,considerably,相当疲れました。,そうとう,soutou,かなり (kanari),ja
非常に,extremely,extremely,非常に重要です。,ひじょうに,hijou ni,とても (totemo),ja
主に,mainly,mainly,主に日本語を勉強します。,おもに,omoni,中心に (chuushin ni),ja
中心,center,center,中心に集まります。,ちゅうしん,chuushin,中央 (chuuou),ja
中央,center,center,中央に座ります。,ちゅうおう,chuuou,中心 (chuushin),ja
周り,surroundings,surroundings,周りを見てください。,まわり,mawari,周囲 (shuui),ja
周囲,surroundings,surroundings,周囲を確認します。,しゅうい,shuui,周り (mawari),ja
途中,on the way,on the way,途中で止まりました。,とちゅう,tochuu,中間 (chuukan),ja
初め,beginning,beginning,初めは難しいです。,はじめ,hajime,最初 (saisho),ja
途中で,midway,midway,途中で帰りました。,とちゅうで,tochuu de,中で (naka de),ja
急行,express train,express,急行に乗ります。,きゅうこう,kyuukou,快速 (kaisoku),ja
普通列車,local train,local train,普通列車に乗ります。,ふつうれっしゃ,futsuu ressha,各駅停車 (kakueki teisha),ja
快速,rapid train,rapid,快速で行きます。,かいそく,kaisoku,急行 (kyuukou),ja
各駅停車,local train,local train,各駅停車です。,かくえきていしゃ,kakueki teisha,普通列車 (futsuu ressha),ja
乗り換え,transfer,transfer,乗り換えます。,のりかえ,norikae,変更 (henkou),ja
料金,fee,fee,料金を払います。,りょうきん,ryoukin,費用 (hiyou),ja
費用,cost,cost,費用が高いです。,ひよう,hiyou,料金 (ryoukin),ja
無料,free,free,入場は無料です。,むりょう,muryou,タダ (tada),ja
有料,paid,paid,ここは有料です。,ゆうりょう,yuuryou,有料 (yuuryou),ja
割引,discount,discount,割引があります。,わりびき,waribiki,値引き (nebiki),ja
値引き,discount,discount,値引きします。,ねびき,nebiki,割引 (waribiki),ja
支払う,to pay,to pay,料金を支払います。,しはらう,shiharau,払う (harau),ja
貯める,to save,to save money,お金を貯めます。,ためる,tameru,貯金する (chokin suru),ja
貯金,savings,savings,貯金があります。,ちょきん,chokin,貯める (tameru),ja
稼ぐ,to earn,to earn,お金を稼ぎます。,かせぐ,kasegu,収入を得る (shuunyuu o eru),ja
収入,income,income,収入が増えました。,しゅうにゅう,shuunyuu,所得 (shotoku),ja
支出,expense,expense,支出を減らします。,ししゅつ,shishutsu,出費 (shuppi),ja
出費,expense,expense,出費が多いです。,しゅっぴ,shuppi,支出 (shishutsu),ja
返却,return,return,返却します。,へんきゃく,henkyaku,返す (kaesu),ja
依頼,request,request,依頼しました。,いらい,irai,お願い (onegai),ja
お願い,request,request,お願いがあります。,おねがい,onegai,依頼 (irai),ja
拒否,refusal,refusal,提案を拒否します。,きょひ,kyohi,断る (kotowaru),ja
受け入れる,to accept,to accept,意見を受け入れます。,うけいれる,ukeireru,承諾する (shoudaku suru),ja
承諾,consent,consent,承諾しました。,しょうだく,shoudaku,同意 (doui),ja
叫ぶ,to shout,Voice,"大声で叫ぶ。 — Shout loudly.",さけぶ,sakebu,怒鳴る (donaru),ja
眠る,to sleep,Sleep,"ぐっすり眠る。 — Sleep soundly.",ねむる,nemuru,寝る (neru),ja
掃く,to sweep,Cleaning,"庭を掃く。 — Sweep the yard.",はく,haku,清掃する (seisou suru),ja
救う,to save,Rescue,"命を救う。 — Save a life.",すくう,sukuu,助ける (tasukeru),ja
決断する,to decide firmly,Decision,"進路を決断する。 — Make a firm decision.",けつだんする,ketsudan suru,決める (kimeru),ja
許す,to forgive,Forgiveness,"失敗を許す。 — Forgive a mistake.",ゆるす,yurusu,大目に見る (oome ni miru),ja
学ぶ,to study,Learning,"歴史を学ぶ。 — Study history.",まなぶ,manabu,勉強する (benkyou suru),ja
研究する,to research,Research,"文化を研究する。 — Research culture.",けんきゅうする,kenkyuu suru,調査する (chousa suru),ja
知らせる,to inform,Information,"結果を知らせる。 — Inform the results.",しらせる,shiraseru,通知する (tsuuchi suru),ja
探る,to probe,Search,"真相を探る。 — Probe the truth.",さぐる,saguru,調べる (shiraberu),ja
動かす,to move (something),Movement,"机を動かす。 — Move a desk.",うごかす,ugokasu,移動させる (idou saseru),ja
治る,to heal (intransitive),Healing,"風邪が治る。 — Recover from a cold.",なおる,naoru,回復する (kaifuku suru),ja
治す,to heal (something),Healing,"傷を治す。 — Heal a wound.",なおす,naosu,修復する (shuufuku suru),ja
迎える,to welcome,Reception,"客を迎える。 — Welcome guests.",むかえる,mukaeru,出迎える (demukaeru),ja
焼く,to bake / grill,Cooking,"魚を焼く。 — Grill fish.",やく,yaku,調理する (chouri suru),ja
煮る,to boil,Cooking,"肉を煮る。 — Boil meat.",にる,niru,茹でる (yuderu),ja
育つ,to grow,Growth,"子供が育つ。 — Children grow.",そだつ,sodatsu,成長する (seichou suru),ja
運転する,to drive,Driving,"車を運転する。 — Drive a car.",うんてんする,unten suru,操縦する (soujuu suru),ja
計画する,to plan,Planning,"旅行を計画する。 — Plan a trip.",けいかくする,keikaku suru,予定する (yotei suru),ja
整理する,to organize,Organization,"机を整理する。 — Organize the desk.",せいりする,seiri suru,片付ける (katazukeru),ja
含む,to include,Inclusion,"税金を含む。 — Include tax.",ふくむ,fukumu,入れる (ireru),ja
許可する,to permit,Permission,"参加を許可する。 — Permit participation.",きょかする,kyoka suru,認める (mitomeru),ja
存在する,to exist,Existence,"問題が存在する。 — A problem exists.",そんざいする,sonzai suru,ある (aru),ja
行う,to carry out,Action,"調査を行う。 — Conduct a survey.",おこなう,okonau,実施する (jisshi suru),ja
聞こえる,to be heard,Hearing,"声が聞こえる。 — A voice is heard.",きこえる,kikoeru,響く (hibiku),ja
必要とする,to need,Requirement,"助けを必要とする。 — Need help.",ひつようとする,hitsuyou to suru,求める (motomeru),ja
増やす,to increase (something),Increase,"売上を増やす。 — Increase sales.",ふやす,fuyasu,拡大する (kakudai suru),ja
減らす,to decrease (something),Decrease,"費用を減らす。 — Reduce costs.",へらす,herasu,削減する (sakugen suru),ja
起こる,to occur,Occurrence,"事故が起こる。 — An accident occurs.",おこる,okoru,発生する (hassei suru),ja
表す,to express,Expression,"気持ちを表す。 — Express feelings.",あらわす,arawasu,示す (shimesu),ja
示す,to show,Indication,"証拠を示す。 — Show evidence.",しめす,shimesu,表す (arawasu),ja
建てる,to build,Construction,"家を建てる。 — Build a house.",たてる,tateru,建設する (kensetsu suru),ja
立てる,to set up,Setup,"計画を立てる。 — Make a plan.",たてる,tateru,作成する (sakusei suru),ja
売れる,to be sold,Selling,"本が売れる。 — The book sells well.",うれる,ureru,販売される (hanbai sareru),ja
流れる,to flow,Flow,"川が流れる。 — The river flows.",ながれる,nagareru,移動する (idou suru),ja
流す,to let flow,Flow,"水を流す。 — Let water flow.",ながす,nagasu,注ぐ (sosogu),ja
呼吸する,to breathe,Breath,"深く呼吸する。 — Breathe deeply.",こきゅうする,kokyuu suru,息をする (iki wo suru),ja
笑顔になる,to smile,Expression,"自然と笑顔になる。 — Naturally smile.",えがおになる,egao ni naru,微笑む (hohoemu),ja
学習する,to learn,Learning,"知識を学習する。 — Learn knowledge.",がくしゅうする,gakushuu suru,習う (narau),ja
始動する,to start up,Activation,"エンジンを始動する。 — Start the engine.",しどうする,shidou suru,起動する (kidou suru),ja
使用する,to use,Usage,"道具を使用する。 — Use a tool.",しようする,shiyou suru,使う (tsukau),ja
成立する,to be established,Formation,"契約が成立する。 — The contract is formed.",せいりつする,seiritsu suru,決まる (kimaru),ja
申し込む,to apply,Application,"大会に申し込む。 — Apply for a tournament.",もうしこむ,moushikomu,応募する (oubo suru),ja
決意する,to resolve,Determination,"成功を決意する。 — Resolve to succeed.",けついする,ketsui suru,決める (kimeru),ja
理解する,to understand,Understanding,"意味を理解する。 — Understand the meaning.",りかいする,rikai suru,分かる (wakaru),ja
発見する,to discover,Discovery,"新事実を発見する。 — Discover new facts.",はっけんする,hakken suru,見つける (mitsukeru),ja
生活する,to live,Life,"都会で生活する。 — Live in a city.",せいかつする,seikatsu suru,暮らす (kurasu),ja
移動する,to move,Movement,"部屋を移動する。 — Move rooms.",いどうする,idou suru,動く (ugoku),ja
提供する,to provide,Provision,"情報を提供する。 — Provide information.",ていきょうする,teikyou suru,与える (ataeru),ja
認める,to acknowledge,Acknowledgment,"失敗を認める。 — Acknowledge failure.",みとめる,mitomeru,了承する (ryoushou suru),ja
述べる,to state,Statement,"意見を述べる。 — State an opinion.",のべる,noberu,言う (iu),ja
進行する,to proceed,Progress,"工事が進行する。 — Construction proceeds.",しんこうする,shinkou suru,進む (susumu),ja
表現する,to express,Expression,"感情を表現する。 — Express emotions.",ひょうげんする,hyouwen suru,示す (shimesu),ja
適用する,to apply (rules),Application,"規則を適用する。 — Apply rules.",てきようする,tekiyou suru,使う (tsukau),ja
契約する,to contract,Agreement,"会社と契約する。 — Sign a contract with a company.",けいやくする,keiyaku suru,取り決める (torikimeru),ja
要求する,to demand,Request,"返金を要求する。 — Demand a refund.",ようきゅうする,youkyuu suru,求める (motomeru),ja
報告する,to report,Reporting,"状況を報告する。 — Report the situation.",ほうこくする,houkoku suru,知らせる (shiraseru),ja
判断する,to judge,Judgment,"状況を判断する。 — Judge the situation.",はんだんする,handan suru,見極める (mikiwameru),ja
試す,to try,Trial,"新方法を試す。 — Try a new method.",ためす,tamesu,挑戦する (chousen suru),ja
選択する,to choose,Selection,"科目を選択する。 — Choose a subject.",せんたくする,sentaku suru,選ぶ (erabu),ja
対応する,to deal with,Response,"問題に対応する。 — Deal with problems.",たいおうする,taiou suru,処理する (shori suru),ja
処理する,to process,Processing,"データを処理する。 — Process data.",しょりする,shori suru,扱う (atsukau),ja
記録する,to record,Record,"結果を記録する。 — Record results.",きろくする,kiroku suru,メモする (memo suru),ja
調整する,to adjust,Adjustment,"設定を調整する。 — Adjust settings.",ちょうせいする,chousei suru,整える (totonoeru),ja
管理する,to manage,Management,"資金を管理する。 — Manage funds.",かんりする,kanri suru,運営する (un'ei suru),ja
反応する,to react,Reaction,"音に反応する。 — React to sound.",はんのうする,hannou suru,応じる (oujiru),ja
協力する,to cooperate,Cooperation,"一緒に協力する。 — Cooperate together.",きょうりょくする,kyouryoku suru,助け合う (tasukeau),ja
観察する,to observe,Observation,"動物を観察する。 — Observe animals.",かんさつする,kansatsu suru,見る (miru),ja
達する,to reach,Attainment,"目標に達する。 — Reach a goal.",たっする,tassuru,到達する (toutatsu suru),ja
構成する,to compose,Composition,"文章を構成する。 — Structure a text.",こうせいする,kousei suru,組み立てる (kumitateru),ja
記述する,to describe,Description,"結果を記述する。 — Describe results.",きじゅつする,kijutsu suru,説明する (setsumei suru),ja
拒否する,to refuse,Refusal,"要求を拒否する。 — Refuse a request.",きょひする,kyohi suru,断る (kotowaru),ja
表示する,to display,Display,"画面に表示する。 — Display on screen.",ひょうじする,hyouji suru,見せる (miseru),ja
承認する,to approve,Approval,"計画を承認する。 — Approve the plan.",しょうにんする,shounin suru,認める (mitomeru),ja
企画する,to plan,Planning,"イベントを企画する。 — Plan an event.",きかくする,kikaku suru,計画する (keikaku suru),ja
防ぐ,to prevent,Prevention,"事故を防ぐ。 — Prevent accidents.",ふせぐ,fusegu,避ける (sakeru),ja
支える,to support,Support,"家族を支える。 — Support a family.",ささえる,sasaeru,助ける (tasukeru),ja
構える,to set up,Preparation,"店を構える。 — Set up a shop.",かまえる,kamaeru,建てる (tateru),ja
含める,to include,Inclusion,"送料を含める。 — Include shipping.",ふくめる,fukumeru,入れる (ireru),ja
依頼する,to request,Request,"修理を依頼する。 — Request repair.",いらいする,irai suru,頼む (tanomu),ja
発表する,to announce,Announcement,"結果を発表する。 — Announce results.",はっぴょうする,happyou suru,知らせる (shiraseru),ja
分析する,to analyze,Analysis,"データを分析する。 — Analyze data.",ぶんせきする,bunseki suru,調べる (shiraberu),ja
応援する,to support,Cheering,"友人を応援する。 — Cheer a friend.",おうえんする,ouen suru,助ける (tasukeru),ja
移す,to transfer,Transfer,"席を移す。 — Move seats.",うつす,utsusu,動かす (ugokasu),ja
動作する,to operate,Operation,"機械が動作する。 — The machine operates.",どうさする,dousa suru,動く (ugoku),ja
求める,to seek,Seeking,"真実を求める。 — Seek the truth.",もとめる,motomeru,探す (sagasu),ja
得る,to obtain,Obtain,"情報を得る。 — Obtain information.",える,eru,手に入れる (te ni ireru),ja
向ける,to direct,Direction,"注意を向ける。 — Direct attention.",むける,mukeru,向かせる (mukaseru),ja
向く,to face,Orientation,"北を向く。 — Face north.",むく,muku,面する (mensuru),ja
扱う,to handle,Handling,"荷物を扱う。 — Handle luggage.",あつかう,atsukau,処理する (shori suru),ja
越える,to cross,Passing,"山を越える。 — Cross over a mountain.",こえる,koeru,渡る (wataru),ja
超える,to exceed,Exceed,"限界を超える。 — Exceed limits.",こえる,koeru,上回る (uwamawaru),ja
変化する,to change,Change,"気温が変化する。 — Temperature changes.",へんかする,henka suru,変わる (kawaru),ja
支配する,to control,Control,"地域を支配する。 — Control a region.",しはいする,shihai suru,統治する (touchi suru),ja
操作する,to operate,Operation,"機械を操作する。 — Operate a machine.",そうさする,sousa suru,扱う (atsukau),ja
構築する,to construct,Construction,"システムを構築する。 — Build a system.",こうちくする,kouchiku suru,作る (tsukuru),ja
改善する,to improve,Improvement,"環境を改善する。 — Improve the environment.",かいぜんする,kaizen suru,良くする (yoku suru),ja
保つ,to maintain,Maintain,"関係を保つ。 — Maintain a relationship.",たもつ,tamotsu,維持する (iji suru),ja
含まれる,to be included,Inclusion,"税金が含まれる。 — Tax is included.",ふくまれる,fukumareru,入る (hairu),ja
結ぶ,to tie,Bind,"靴ひもを結ぶ。 — Tie shoelaces.",むすぶ,musubu,つなぐ (tsunagu),ja
続行する,to proceed,Proceed,"作業を続行する。 — Continue work.",ぞっこうする,zokkou suru,続ける (tsuzukeru),ja
示される,to be shown,Shown,"データが示される。 — Data is shown.",しめされる,shimesareru,表れる (arawareru),ja
起こり得る,to be possible,Possibility,"事故が起こり得る。 — Accidents can occur.",おこりうる,okoriuru,可能だ (kanou da),ja
回す,to turn,Turn,"ハンドルを回す。 — Turn the handle.",まわす,mawasu,回転する (kaiten suru),ja
回る,to rotate,Rotate,"地球が回る。 — Earth rotates.",まわる,mawaru,回転する (kaiten suru),ja
打つ,to hit,Hit,"ボールを打つ。 — Hit a ball.",うつ,utsu,叩く (tataku),ja
当たる,to hit (intransitive),Hit,"日が当たる。 — Sunlight hits.",あたる,ataru,触れる (fureru),ja
当てる,to apply / hit,Apply,"番号を当てる。 — Guess the number.",あてる,ateru,当選する (tousen suru),ja
伸びる,to stretch,Growth,"髪が伸びる。 — Hair grows longer.",のびる,nobiru,成長する (seichou suru),ja
伸ばす,to extend,Extend,"手を伸ばす。 — Extend one's hand.",のばす,nobasu,広げる (hirogeru),ja
抱える,to carry / hold,Hold,"問題を抱える。 — Carry a problem.",かかえる,kakaeru,持つ (motsu),ja
抱く,to embrace,Embrace,"夢を抱く。 — Embrace a dream.",いだく,idaku,思う (omou),ja
引く,to pull,Pull,"ドアを引く。 — Pull the door.",ひく,hiku,引っ張る (hipparu),ja
引っ張る,to pull strongly,Pull,"ロープを引っ張る。 — Pull a rope.",ひっぱる,hipparu,引く (hiku),ja
押す,to push,Push,"ボタンを押す。 — Push a button.",おす,osu,押し込む (oshikomu),ja
押し込む,to shove,Shove,"ドアを押し込む。 — Push the door in.",おしこむ,oshikomu,押す (osu),ja
勧める,to recommend,Recommendation,"本を勧める。 — Recommend a book.",すすめる,susumeru,紹介する (shoukai suru),ja
比べられる,to be compared,Comparison,"結果が比べられる。 — Results are compared.",くらべられる,kurabera reru,対比される (taihi sareru),ja
限る,to limit,Limit,"人数を限る。 — Limit the number of people.",かぎる,kagiru,制限する (seigen suru),ja
制限する,to restrict,Restriction,"速度を制限する。 — Restrict speed.",せいげんする,seigen suru,限る (kagiru),ja
供給する,to supply,Supply,"電力を供給する。 — Supply electricity.",きょうきゅうする,kyoukyuu suru,提供する (teikyou suru),ja
警告する,to warn,Warning,"危険を警告する。 — Warn of danger.",けいこくする,keikoku suru,注意する (chuui suru),ja
