word,en,meaning,sentence,reading,romaji,synonyms,language
god,God,Supreme being,Ze bidt tot **god**. — She prays to **god**.,,,godheid;almachtige;heer,nl
hals,neck,Part connecting head and body,Ze draagt een ketting om haar **hals**. — She wears a necklace around her **neck**.,,,nek;keel;keelgat,nl
geel,yellow,Color,De bloem is **geel**. — The flower is **yellow**.,,,goudgeel;citroengeel;zonnig,nl
massa,mass/crowd,Large quantity or crowd,Er verzamelde een grote **massa**. — A large **crowd** gathered.,,,menigte;groep;horde,nl
streng,strict,Firm in rules,De leraar is erg **streng**. — The teacher is very **strict**.,,,hard;rigide;onbuigzaam,nl
oplossen,to solve/dissolve,Find a solution or dissolve,We moeten dit probleem **oplossen**. — We must **solve** this problem.,,,uitwerken;beantwoorden;verhelpen,nl
zuchten,to sigh,Exhale audibly,Ze **zuchtte** diep. — She **sighed** deeply.,,,hijgen;malen;kreunen,nl
geweld,violence,Physical force,**Geweld** lost niets op. — **Violence** solves nothing.,,,kracht;bruutheid;agressie,nl
materiaal,material,Substance,We hebben meer **materiaal** nodig. — We need more **material**.,,,spul;grondstof;materie,nl
aanzienlijk,considerable,Large amount,De kosten zijn **aanzienlijk** gestegen. — The costs have risen **considerably**.,,,behoorlijk;flink;significant,nl
merkwaardig,remarkable,Unusual or notable,Dat is een **merkwaardige** situatie. — That is a **remarkable** situation.,,,vreemd;bijzonder;uitzonderlijk,nl
voornamelijk,mainly,Mostly,Ze eet **voornamelijk** groenten. — She eats **mainly** vegetables.,,,merendeels;grotendeels;hoofdzakelijk,nl
conflict,conflict,Disagreement or fight,Er was een **conflict** tussen hen. — There was a **conflict** between them.,,,strijd;onenigheid;geschil,nl
produceren,to produce,Make or create,Ze **produceren** meer dan vorig jaar. — They **produce** more than last year.,,,maken;aanmaken;fabriceren,nl
veld,field,Open land,De koeien staan op het **veld**. — The cows stand in the **field**.,,,weide;akker;terrein,nl
gast,guest,Visitor,We krijgen een **gast** vanavond. — We are having a **guest** tonight.,,,bezoeker;gast;visitor,nl
moe,tired,Needing rest,Ik ben erg **moe**. — I am very **tired**.,,,vermoeid;uitgeput;afgemat,nl
baseren,to base,Use as a foundation,Ze **baseert** haar mening op feiten. — She **bases** her opinion on facts.,,,gronden;funderen;onderbouwen,nl
uitzondering,exception,Something not included,Dit is een **uitzondering** op de regel. — This is an **exception** to the rule.,,,afwijking;bijzonderheid;curiositeit,nl
afzonderlijk,separate,Apart,Ze werken **afzonderlijk**. — They work **separately**.,,,apart;individueel;onafhankelijk,nl
van,of / from,Preposition indicating origin or belonging,Ze komt **van** Amsterdam. — She comes **from** Amsterdam.,,,afkomstig;uit;vanuit,nl
bericht,message,A piece of communicated information,Ik ontvang een **bericht**. — I receive a **message**.,,,mededeling;nieuws;informatie,nl
revolutie,revolution,A fundamental change in society or government,De **revolutie** veranderde alles. — The **revolution** changed everything.,,,omwenteling;opstand;radicale verandering,nl
standpunt,viewpoint,A position or opinion on a matter,Wat is uw **standpunt**? — What is your **viewpoint**?,,,mening;positie;opvatting,nl
schaal,scale / bowl,A measuring instrument or a large dish,Ze bakt op grote **schaal**. — She bakes on a large **scale**.,,,omvang;grootte;afmeting,nl
kussen,to kiss / pillow,To touch with lips,Hij **kust** haar op de wang. — He **kisses** her on the cheek.,,,zoenen;omhelzen;liefkozen,nl
zand,sand,Fine grains of rock found at beaches,De kinderen spelen in het **zand**. — The children play in the **sand**.,,,fijn gruis;zandkorn;strandzand,nl
centrum,centre,The middle point of an area,Ze woont in het **centrum** van de stad. — She lives in the **centre** of the city.,,,middelpunt;hart;core,nl
verte,distance / far away,A far-off place,Ze keek in de **verte**. — She looked into the **distance**.,,,wijdte;horizon;ver weg,nl
vijftig,fifty,The number 50,Ze is **vijftig** jaar oud. — She is **fifty** years old.,,,50,nl
voorwerp,object,A physical thing,Wat is dit **voorwerp**? — What is this **object**?,,,ding;zaak;artikel,nl
productie,production,The process of making something,De **productie** van auto's neemt toe. — The **production** of cars is increasing.,,,aanmaak;fabricage;output,nl
westen,west,The direction of the setting sun,De zon gaat onder in het **westen**. — The sun sets in the **west**.,,,occident;west,nl
beperkt,limited,Restricted in size or amount,De tijd is **beperkt**. — The time is **limited**.,,,schaars;onvoldoende;minimaal,nl
verkrijgen,to obtain,To come into possession of something,Ze **verkreeg** meer informatie. — She **obtained** more information.,,,krijgen;verwerven;halen,nl
omvang,size / extent,The scale or scope of something,De **omvang** van het probleem is groot. — The **size** of the problem is large.,,,schaal;grootte;uitgebreidheid,nl
specifiek,specific,Clearly defined or particular,Dit is een **specifiek** probleem. — This is a **specific** problem.,,,precies;gericht;bijzonder,nl
gunstig,favourable,Advantageous or positive,Dit is een **gunstige** ontwikkeling. — This is a **favourable** development.,,,positief;voordelig;aangenaam,nl
zwaaien,to wave,To move the hand back and forth in greeting,Ze **zwaait** naar haar vrienden. — She **waves** to her friends.,,,slingeren;bewegen;begroeten,nl
eeuwig,eternal,Lasting forever,Hij klaagt **eeuwig**. — He complains **eternally**.,,,voor altijd;eindeloos;onvergankelijk,nl
koel,cool,Slightly cold,Het is **koel** in de schaduw. — It is **cool** in the shade.,,,fris;frissig;koud,nl
zachtjes,softly / gently,In a quiet or gentle manner,Ze praat **zachtjes**. — She talks **softly**.,,,stilletjes;zacht;rustig,nl
berg,mountain,A large natural elevation of earth,De **berg** is hoog. — The **mountain** is high.,,,heuvel;gebergte;top,nl
wassen,to wash,To clean with water,Ze **wast** haar haar. — She **washes** her hair.,,,reinigen;schoonmaken;borstel,nl
lot,fate,Destiny or fortune,Zijn **lot** is onzeker. — His **fate** is uncertain.,,,bestemming;noodlot;toekomst,nl
regen,rain,Water falling from clouds,De **regen** valt zacht. — The **rain** falls softly.,,,neerslag;bui;regenbui,nl
regeling,arrangement,An organised system or agreement,Er is een nieuwe **regeling** getroffen. — A new **arrangement** has been made.,,,overeenkomst;schema;afspraak,nl
dalen,to descend,To go down,De temperatuur **daalt**. — The temperature **drops**.,,,afnemen;zakken;omlaag gaan,nl
voornaam,first name,The personal given name,Hoe is je **voornaam**? — What is your **first name**?,,,persoonsnaam;naam,nl
vakantie,holiday / vacation,A period of rest from work,We gaan op **vakantie** naar Spanje. — We are going on **holiday** to Spain.,,,verlof;reis;vrije tijd,nl
bevel,command / order,An authoritative instruction,Ze volgde het **bevel** op. — She obeyed the **command**.,,,order;opdracht;instructie,nl
controle,control / check,Power to influence or inspect,Er is strenge **controle**. — There is strict **control**.,,,toezicht;beheer;inspectie,nl
tak,branch,A part of a tree extending from the trunk,De **tak** breekt in de storm. — The **branch** breaks in the storm.,,,loot;vertakking;scheut,nl
voorzien,to provide / foresee,To supply or predict,De stad is **voorzien** van water. — The city is **provided** with water.,,,uitrusten;leveren;verschaffen,nl
verwerken,to process,To handle or deal with,Ze **verwerkt** de informatie. — She **processes** the information.,,,analyseren;uitwerken;omzetten,nl
tong,tongue,The organ of taste and speech,Ze stak haar **tong** uit. — She stuck out her **tongue**.,,,spraakorgaan;taster,nl
wennen,to get used to,To become accustomed to something,Ik **wende** aan het nieuwe werk. — I **got used to** the new job.,,,acclimatiseren;gewend raken;aanpassen,nl
kwijt,lost / rid of,No longer in possession of something,Ze is haar portemonnee **kwijt**. — She has **lost** her wallet.,,,verloren;niet meer hebben;weg,nl
binnenkomen,to enter / come in,To come into a space,Ze **kwamen** de kamer **binnen**. — They **came into** the room.,,,betreden;inkomen;naar binnen gaan,nl
analyse,analysis,A detailed examination of something,Ze maakte een grondige **analyse**. — She made a thorough **analysis**.,,,onderzoek;evaluatie;studie,nl
heffen,to raise / levy,To lift up or impose a tax,Ze **heft** haar glas. — She **raises** her glass.,,,opheffen;verheffen;omhooghouden,nl
verdriet,grief / sadness,Deep sorrow,Ze heeft veel **verdriet**. — She has a lot of **grief**.,,,pijn;smart;leed,nl
behoorlijk,decent / quite,Reasonably good or considerable,Dit is een **behoorlijke** uitdaging. — This is a **considerable** challenge.,,,flink;aanzienlijk;redelijk,nl
vrezen,to fear,To be afraid of something,Ze **vreest** het ergste. — She **fears** the worst.,,,angst hebben;bevreesd zijn;schrik hebben,nl
trillen,to tremble,To shake rapidly from fear or cold,Ze **trilde** van de kou. — She **trembled** from the cold.,,,beven;sidderen;schudden,nl
dichtbij,nearby / close,Not far away,Het station is **dichtbij**. — The station is **nearby**.,,,vlakbij;nabij;in de buurt,nl
argument,argument,A reason given to support a claim,Dat is een sterk **argument**. — That is a strong **argument**.,,,bewijs;reden;stelling,nl
eisen,to demand,To insist on something,Ze **eist** een antwoord. — She **demands** an answer.,,,verlangen;opeisen;aandringen,nl
negatief,negative,Not positive or unfavourable,De test was **negatief**. — The test was **negative**.,,,ongunstig;slecht;afwijzend,nl
kaas,cheese,A dairy product made from milk,Nederlanders eten veel **kaas**. — Dutch people eat a lot of **cheese**.,,,zuivelproduct;fromage,nl
heilig,holy / sacred,Revered as divine or deeply respected,Dit is een **heilige** plek. — This is a **holy** place.,,,geheiligd;goddelijk;sacraal,nl
versterken,to strengthen,To make stronger or more intense,Dit **versterkt** onze positie. — This **strengthens** our position.,,,verbeteren;verstevigen;bekrachtigen,nl
meenemen,to take along,To bring with you,Vergeet je jas niet **mee te nemen**. — Don't forget to **take** your coat.,,,meedragen;meebrengen;bij je hebben,nl
afspraak,appointment,A planned meeting or agreement,We hebben een **afspraak** om twee uur. — We have an **appointment** at two o'clock.,,,overeenkomst;vergadering;date,nl
bevorderen,to promote,To help progress or raise in rank,Dit **bevordert** de samenwerking. — This **promotes** cooperation.,,,stimuleren;aanmoedigen;helpen,nl
zaal,hall / room,A large room for gatherings,De **zaal** zat vol. — The **hall** was full.,,,ruimte;grote kamer;auditorium,nl
wonder,miracle / wonder,An extraordinary event or thing,Het is een **wonder** dat hij leeft. — It is a **miracle** that he is alive.,,,mirakel;fenomeen;bijzonderheid,nl
allebei,both,The two of them together,**Allebei** de opties zijn goed. — **Both** options are good.,,,beiden;de twee;elk,nl
titel,title,A name given to a work or a person,Wat is de **titel** van het boek? — What is the **title** of the book?,,,naam;benaming;aanhef,nl
heuvel,hill,A raised area of land,Ze lopen de **heuvel** op. — They walk up the **hill**.,,,verhoging;berg;berg,nl
visie,vision,A way of seeing things or a plan for the future,Wat is jouw **visie** op dit probleem? — What is your **vision** of this problem?,,,opvatting;standpunt;perspectief,nl
vreselijk,terrible / dreadful,Extremely bad or unpleasant,Dat was **vreselijk**. — That was **dreadful**.,,,verschrikkelijk;afschuwelijk;erg,nl
greep,grip / handle,A firm hold on something,Ze heeft een stevige **greep**. — She has a firm **grip**.,,,houvast;vat;handvat,nl
kleden,to dress / clothe,To put clothes on someone,Ze **kleedt** haar kind aan. — She **dresses** her child.,,,aankleden;kleding aantrekken;opmaken,nl
persoonlijkheid,personality,The combination of qualities that form a person,Ze heeft een sterke **persoonlijkheid**. — She has a strong **personality**.,,,karakter;aard;identiteit,nl
kust,coast,The land near the sea,Ze wonen aan de **kust**. — They live on the **coast**.,,,zeekust;strand;oever,nl
professor,professor,A senior university teacher,De **professor** geeft college. — The **professor** gives a lecture.,,,hoogleraar;docent;geleerde,nl
danken,to thank,To express gratitude,Ze **dankt** hem voor zijn hulp. — She **thanks** him for his help.,,,bedanken;erkenning tonen;erkentelijkheid betonen,nl
radio,radio,A device for receiving audio broadcasts,Ze luistert naar de **radio**. — She listens to the **radio**.,,,ontvanger;zender;muziekdoos,nl
opkomen,to rise / come up,To emerge or arise,De zon **komt** op. — The sun **rises**.,,,verschijnen;aanbreken;verrijzen,nl
slachtoffer,victim,Someone who has been harmed,Hij is het **slachtoffer** van een misdrijf. — He is the **victim** of a crime.,,,gedupeerde;getroffene;verwonde,nl
boos,angry,Feeling strong displeasure,Ze is **boos** op hem. — She is **angry** with him.,,,kwaad;woedend;nijdig,nl
naderen,to approach,To come near to something,De auto **nadert** het huis. — The car **approaches** the house.,,,dichterbij komen;aansnellen;optrekken,nl
neiging,tendency,A natural inclination to behave in a certain way,Ze heeft de **neiging** vroeg op te staan. — She has the **tendency** to get up early.,,,drang;neiging;instinct,nl
roken,to smoke,To inhale tobacco smoke,Hij is gestopt met **roken**. — He has stopped **smoking**.,,,tabak roken;sigaretten roken,nl
vanzelfsprekend,obvious / natural,Taken for granted; self-evident,Dat is **vanzelfsprekend**. — That is **obvious**.,,,duidelijk;logisch;evident,nl
vermijden,to avoid,To keep away from something,Ze **vermijdt** het probleem. — She **avoids** the problem.,,,ontwijken;omzeilen;opzijschuiven,nl
vanavond,tonight,This evening,We gaan **vanavond** uit. — We are going out **tonight**.,,,deze avond;'s avonds,nl
vrede,peace,Freedom from conflict,We streven naar **vrede**. — We strive for **peace**.,,,rust;harmonie;wapenstilstand,nl
hevig,intense / fierce,Very strong or violent,De regen was **hevig**. — The rain was **intense**.,,,intens;sterk;krachtig,nl
vliegtuig,airplane,A powered flying aircraft,Ze vliegen met het **vliegtuig**. — They fly by **airplane**.,,,toestel;luchtvaarttuig;jet,nl
brug,bridge,A structure spanning a gap or water,Ze lopen over de **brug**. — They walk over the **bridge**.,,,oversteek;verbindingspunt;architectuurwerk,nl
kenmerk,characteristic,A typical quality of something,Geduld is een **kenmerk** van haar. — Patience is a **characteristic** of hers.,,,eigenschap;trek;onderscheidingsteken,nl
olie,oil,A thick liquid used as fuel or in cooking,Ze voegt **olie** toe aan de pan. — She adds **oil** to the pan.,,,vet;vloeistof;smeermiddel,nl
geleidelijk,gradually,Happening slowly over time,Het verbetert **geleidelijk**. — It improves **gradually**.,,,langzaam;stap voor stap;progressief,nl
controleren,to check / verify,To inspect or verify,Ze **controleert** haar werk. — She **checks** her work.,,,inspecteren;nakijken;beoordelen,nl
vak,subject / field,A subject of study or professional field,Wiskunde is haar lievelings**vak**. — Mathematics is her favourite **subject**.,,,discipline;specialisme;beroep,nl
naakt,naked,Without clothing,Het kind loopt **naakt** rond. — The child runs around **naked**.,,,bloot;onbedekt;ontbloot,nl
thee,tea,A hot drink made from dried leaves,Ze drinkt **thee** met melk. — She drinks **tea** with milk.,,,drank;infusie;kruidendrank,nl
strand,beach,The sandy shore of a sea or lake,We gaan naar het **strand**. — We are going to the **beach**.,,,kust;zeekust;kiezelstrand,nl
risico,risk,The possibility of harm or loss,Er is een groot **risico**. — There is a large **risk**.,,,gevaar;bedreiging;kans op schade,nl
samenwerking,cooperation,Working together toward a shared goal,De **samenwerking** verloopt goed. — The **cooperation** is going well.,,,teamwork;gezamenlijk werken;partnerschap,nl
spiegel,mirror,A reflective surface for seeing oneself,Ze kijkt in de **spiegel**. — She looks in the **mirror**.,,,reflectieglas;spiegelglas,nl
jagen,to hunt / chase,To pursue an animal or person,Hij **jaagt** op wilde dieren. — He **hunts** wild animals.,,,achtervolgen;vervolgen;opjagen,nl
president,president,The head of state of a republic,De **president** hield een toespraak. — The **president** gave a speech.,,,staatshoofd;leider;aanvoerder,nl
verstand,intellect / mind,The faculty of reason and understanding,Ze heeft een goed **verstand**. — She has a good **mind**.,,,intellect;begrip;ratio,nl
grondslag,foundation / basis,The underlying basis of something,Dit is de **grondslag** van ons werk. — This is the **foundation** of our work.,,,basis;fundament;beginsel,nl
groen,green,The colour of grass and leaves,De bladeren zijn **groen**. — The leaves are **green**.,,,smaragdgroen;donkergroen;frisgroen,nl
rollen,to roll,To move by turning over and over,De bal **rolt** weg. — The ball **rolls** away.,,,draaien;gaan;bewegen,nl
luiden,to ring / sound,To make a ringing sound,De klokken **luiden**. — The bells **ring**.,,,klinken;rinkelen;galmen,nl
streven,to strive,To make great efforts toward a goal,We **streven** naar kwaliteit. — We **strive** for quality.,,,nastreven;ambiëren;proberen,nl
melk,milk,A white liquid produced by mammals,Ze drinkt een glas **melk**. — She drinks a glass of **milk**.,,,zuiveldrank;lactose,nl
nadruk,emphasis,Special importance placed on something,De **nadruk** ligt op kwaliteit. — The **emphasis** is on quality.,,,focus;accent;aandacht,nl
honger,hunger,The feeling of needing food,Ze heeft **honger**. — She is **hungry**.,,,hongergevoel;trek;eetlust,nl
onderscheid,distinction,A difference between things,Er is een groot **onderscheid** in prijs. — There is a great **distinction** in price.,,,verschil;contrast;divergentie,nl
verdedigen,to defend,To protect from attack or criticism,Ze **verdedigt** haar positie. — She **defends** her position.,,,beschermen;bepleiten;standvastig zijn,nl
traditioneel,traditional,Following long-established customs,Ze viert op een **traditionele** manier. — She celebrates in a **traditional** way.,,,klassiek;oud;gebruikelijk,nl
beschikking,disposal / decision,The ability to use something freely,Dit staat tot uw **beschikking**. — This is at your **disposal**.,,,gebruik;beheer;bezit,nl
overtuiging,conviction / belief,A firmly held belief,Dat is zijn vaste **overtuiging**. — That is his firm **conviction**.,,,geloof;mening;zekerheid,nl
schilderen,to paint,To apply paint to create a picture or surface,Ze **schildert** een landschap. — She **paints** a landscape.,,,verven;artisaniek werken;kleuren,nl
klant,customer / client,A person who buys goods or services,De **klant** is altijd koning. — The **customer** is always king.,,,afnemer;cliënt;koper,nl
vereisen,to require,To need something as a necessary condition,Dit **vereist** veel inspanning. — This **requires** a lot of effort.,,,nodig hebben;noodzaken;eisen,nl
adres,address,The location details of a place,Wat is jouw **adres**? — What is your **address**?,,,woonadres;locatie;woonplaats,nl
aanval,attack,An aggressive act against someone,Ze lanceerden een **aanval**. — They launched an **attack**.,,,offensief;strijd;bestorming,nl
opstellen,to draw up / compose,To write or organise a document,Ze **stelt** een brief **op**. — She **draws up** a letter.,,,schrijven;samenstellen;formuleren,nl
experiment,experiment,A scientific test to discover something,Ze voeren een **experiment** uit. — They carry out an **experiment**.,,,proef;test;onderzoek,nl
fundamenteel,fundamental,Of central or primary importance,Dit is een **fundamentele** verandering. — This is a **fundamental** change.,,,essentieel;wezenlijk;basaal,nl
innerlijk,inner / internal,Relating to one's inner self or mind,Zijn **innerlijk** is kalm. — His **inner self** is calm.,,,binnenste;ziel;geestelijk,nl
negen,nine,The number 9,Ik heb **negen** sinaasappels. — I have **nine** oranges.,,,9;negental,nl
ongeluk,accident,An unexpected harmful event,Er was een **ongeluk** op de weg. — There was an **accident** on the road.,,,ramp;tegenslag;incident,nl
uitspreken,to pronounce / express,To say clearly or express a view,Hoe **spreek** je dit woord **uit**? — How do you **pronounce** this word?,,,articuleren;verwoorden;zeggen,nl
fout,mistake / error,Something incorrect or wrong,Ze maakte een **fout**. — She made a **mistake**.,,,vergissing;blunder;onjuistheid,nl
moed,courage,The ability to act despite fear,Ze had veel **moed**. — She had a lot of **courage**.,,,dapperheid;kloekmoedigheid;stoutmoedigheid,nl
advies,advice,A recommendation on what to do,Mag ik je om **advies** vragen? — May I ask you for **advice**?,,,raad;suggestie;aanbeveling,nl
rechtstreeks,directly,Without going through an intermediary,Ze gaat **rechtstreeks** naar huis. — She goes **directly** home.,,,direct;onmiddellijk;zonder omwegen,nl
aantrekken,to attract / put on,To draw toward or put on clothing,Ze **trekt** haar jas **aan**. — She **puts on** her coat.,,,aankleden;dragen;aandoen,nl
sleutel,key,A device for opening locks,Ik vergat mijn **sleutel**. — I forgot my **key**.,,,loper;toegangsmiddel,nl
dom,stupid / dumb,Lacking intelligence or common sense,Dat was erg **dom**. — That was very **stupid**.,,,stom;onnozel;onverstandig,nl
klimmen,to climb,To go up using hands and feet,Ze **klimt** in de boom. — She **climbs** the tree.,,,opklimmen;beklimmen;stijgen,nl
typisch,typical,Characteristic of a particular type or group,Dat is **typisch** voor hem. — That is **typical** of him.,,,kenmerkend;karakteristiek;eigen,nl
apart,separate / special,Not together with others,Ze wonen **apart**. — They live **separately**.,,,afzonderlijk;gescheiden;los,nl
jas,coat / jacket,An outer garment worn for warmth,Ze trekt haar **jas** aan. — She puts on her **coat**.,,,mantel;overjas;regenjas,nl
stijl,style,A distinctive manner or way of doing something,Ze heeft een eigen **stijl**. — She has her own **style**.,,,aanpak;manier;mode,nl
bedrag,amount / sum,A quantity of money,Het **bedrag** is honderd euro. — The **amount** is a hundred euros.,,,som;geld;prijs,nl
top,top / peak,The highest point of something,Ze staat op de **top** van de berg. — She stands at the **top** of the mountain.,,,piek;hoogtepunt;spits,nl
slikken,to swallow,To pass something down the throat,Ze **slikt** de pil. — She **swallows** the pill.,,,doorslikken;opeten;ingesten,nl
traditie,tradition,A long-established custom or practice,Dit is een oude **traditie**. — This is an old **tradition**.,,,gewoonte;gebruik;ritueel,nl
koffer,suitcase,A case for carrying clothes when travelling,Ze pakt haar **koffer**. — She packs her **suitcase**.,,,valies;bagage;reiskoffer,nl
leunen,to lean,To rest against something for support,Ze **leunt** op de muur. — She **leans** on the wall.,,,steunen;rusten;aanleunden,nl
aanbrengen,to apply / add,To put something in place on a surface,Ze **brengt** verfbelag **aan**. — She **applies** paint.,,,toepassen;aanbrengen;bevestigen,nl
afscheid,farewell / goodbye,The act of parting from someone,Ze nemen **afscheid** van elkaar. — They say **goodbye** to each other.,,,vaarwel;groet;vertrek,nl
elders,elsewhere,In or to another place,Hij werkt **elders**. — He works **elsewhere**.,,,ergens anders;op een andere plek,nl
vereniging,association / club,An organised group of people,Ze is lid van een sport**vereniging**. — She is a member of a sports **association**.,,,club;bond;organisatie,nl
motor,motorbike / engine,A motorcycle or the engine of a vehicle,Hij rijdt op een **motor**. — He rides a **motorbike**.,,,motorfiets;rijwiel;scooter,nl
geweldig,great / tremendous,Extremely good or impressive,Dat is **geweldig**! — That is **great**!,,,fantastisch;magnifiek;superb,nl
heet,hot,Having a very high temperature,De soep is erg **heet**. — The soup is very **hot**.,,,gloeiend;kokend;brandend,nl
instantie,authority / instance,An official body or a particular case,Ze klopt aan bij de **instantie**. — She applies to the **authority**.,,,organisatie;instelling;orgaan,nl
termijn,term / deadline,A fixed period of time or a deadline,De **termijn** verstrijkt morgen. — The **deadline** expires tomorrow.,,,periode;tijdvak;datum,nl
trots,proud / pride,Feeling deep pleasure in an achievement,Ze is **trots** op haar resultaat. — She is **proud** of her result.,,,fier;ingenomen;voldaan,nl
verwijderen,to remove / delete,To take away or eliminate,Ze **verwijdert** het bestand. — She **removes** the file.,,,wegnemen;elimineren;schrappen,nl
computer,computer,An electronic device for processing data,Ze werkt op haar **computer**. — She works on her **computer**.,,,pc;laptop;elektronisch apparaat,nl
paragraaf,paragraph,A section of written text,Lees de derde **paragraaf**. — Read the third **paragraph**.,,,alinea;sectie;deel,nl
generatie,generation,People born in the same era,Elke **generatie** heeft eigen problemen. — Every **generation** has its own problems.,,,tijdperk;leeftijdsgroep;cohort,nl
weggaan,to leave / go away,To depart from a place,Ze **gaan** vroeg **weg**. — They **leave** early.,,,vertrekken;afreizen;opstappen,nl
bodem,bottom / soil,The lowest point or the ground,De **bodem** van het meer is zanderig. — The **bottom** of the lake is sandy.,,,grond;ondergrond;zeebodem,nl
student,student,A person studying at a university,De **student** studeert hard. — The **student** studies hard.,,,scholier;cursist;leerling,nl
woning,dwelling / home,A place where people live,Ze koopt een nieuwe **woning**. — She buys a new **dwelling**.,,,huis;appartement;flat,nl
meemaken,to experience,To live through an event,Ik heb veel **meegemaakt**. — I have **experienced** a lot.,,,beleven;ondergaan;mee te maken,nl
zuiden,south,The direction opposite to north,We rijden naar het **zuiden**. — We drive to the **south**.,,,zuidkant;het zuiden,nl
betrokken,involved / concerned,Participating in or connected to something,Ze is erg **betrokken** bij het project. — She is very **involved** in the project.,,,verbonden;aanwezig;deelnemend,nl
relatief,relatively,Considered in relation to something else,Dit is **relatief** goedkoop. — This is **relatively** cheap.,,,in vergelijking;betrekkelijk;min of meer,nl
hout,wood,The hard material from trees,De tafel is van **hout**. — The table is made of **wood**.,,,timmerhout;houtmateriaal;bos,nl
categorie,category,A class or division of things,Dit valt in de derde **categorie**. — This falls in the third **category**.,,,klasse;groep;type,nl
overeenkomst,agreement,A contract or a similarity between things,Ze sloten een **overeenkomst**. — They concluded an **agreement**.,,,contract;akkoord;verdrag,nl
zoet,sweet,Having a sugary taste,Het fruit is **zoet**. — The fruit is **sweet**.,,,suikerzoet;zoetachtig;confiserend,nl
fiets,bicycle,A two-wheeled pedal vehicle,Ze rijdt op haar **fiets** naar school. — She rides her **bicycle** to school.,,,rijwiel;tweewieler;velo,nl
kalm,calm,Not agitated or excited,Ze blijft **kalm** in moeilijke situaties. — She remains **calm** in difficult situations.,,,rustig;bedaard;stil,nl
eindigen,to end / finish,To come to a conclusion,De les **eindigt** om vijf uur. — The lesson **ends** at five o'clock.,,,stoppen;afloopen;termineren,nl
wolk,cloud,A visible mass of water droplets in the sky,Er hangt een donkere **wolk**. — A dark **cloud** is hanging.,,,nevel;lucht;wolkendek,nl
scheiden,to separate / divorce,To part or end a marriage,Ze zijn vorig jaar **gescheiden**. — They **separated** last year.,,,uit elkaar gaan;splitsen;verdelen,nl
vestigen,to establish / settle,To set up or settle in a place,Ze willen zich hier **vestigen**. — They want to **settle** here.,,,wonen;zich installeren;zich niederlassen,nl
bezoeken,to visit,To go to see someone or a place,We gaan haar **bezoeken**. — We are going to **visit** her.,,,opzoeken;bezoek brengen;langsgaan,nl
beschikbaar,available,Ready or able to be used,Is hij **beschikbaar** morgen? — Is he **available** tomorrow?,,,vrij;bereikbaar;aanwezig,nl
voorzitter,chairman,The leader of a meeting or committee,De **voorzitter** opent de vergadering. — The **chairman** opens the meeting.,,,president;hoofd;moderator,nl
goederen,goods,Things produced for sale or transport,Ze vervoeren **goederen** per schip. — They transport **goods** by ship.,,,waren;producten;lading,nl
mager,thin / lean,Having little fat on the body,Ze is erg **mager**. — She is very **thin**.,,,slank;dun;spierkrachtig,nl
stemmen,to vote,To cast a vote in an election,We mogen morgen **stemmen**. — We may **vote** tomorrow.,,,kiezen;een stem uitbrengen;verkiezen,nl
beschrijving,description,A spoken or written account of something,Geef een korte **beschrijving**. — Give a brief **description**.,,,omschrijving;uitleg;schets,nl
formuleren,to formulate,To express something clearly in words,Ze **formuleert** haar gedachten duidelijk. — She **formulates** her thoughts clearly.,,,verwoorden;uitdrukken;opschrijven,nl
instrument,instrument,A tool or a musical device,Ze speelt een **instrument**. — She plays an **instrument**.,,,muziekinstrument;apparaat;middel,nl
klas,class / classroom,A group of students or the room they study in,De **klas** luistert goed. — The **class** listens well.,,,groep;kamer;afdeling,nl
vermoorden,to murder,To kill someone deliberately and unlawfully,Hij werd **vermoord**. — He was **murdered**.,,,doden;omleggen;uit de weg ruimen,nl
werknemer,employee,A person who works for an employer,Ze is een betrouwbare **werknemer**. — She is a reliable **employee**.,,,medewerker;personeelslid;arbeider,nl
bevrijden,to liberate / free,To set free from captivity or oppression,Ze **bevrijdden** de gevangene. — They **freed** the prisoner.,,,vrijlaten;verlossen;losmaken,nl
combinatie,combination,A mixture of different things,Dit is een goede **combinatie**. — This is a good **combination**.,,,mengsel;mix;samenstelling,nl
milieu,environment,The natural world and surroundings,We moeten het **milieu** beschermen. — We must protect the **environment**.,,,natuur;omgeving;ecologie,nl
wrijven,to rub,To press and move back and forth,Ze **wrijft** haar handen. — She **rubs** her hands.,,,schuren;masseren;aanraken,nl
kast,cupboard / wardrobe,A piece of furniture for storing things,Ze pakt iets uit de **kast**. — She takes something from the **cupboard**.,,,closet;garderobe;lade,nl
publiceren,to publish,To make something available to the public,Het artikel wordt **gepubliceerd**. — The article will be **published**.,,,uitgeven;verspreiden;drukken,nl
klap,slap / blow,A sharp hit,Hij gaf een harde **klap**. — He gave a hard **slap**.,,,slag;tik;zwaai,nl
tamelijk,fairly / rather,To a moderate degree,Dit is **tamelijk** moeilijk. — This is **fairly** difficult.,,,redelijk;enigszins;vrij,nl
stroom,current / stream,A flow of water or electricity,De **stroom** van de rivier is sterk. — The **current** of the river is strong.,,,vloed;golf;water,nl
beheersen,to master / control,To have full control of something,Ze **beheerst** vijf talen. — She **masters** five languages.,,,controleren;domineren;kennen,nl
landschap,landscape,A view of natural scenery,Het **landschap** is prachtig. — The **landscape** is beautiful.,,,natuur;omgeving;decor,nl
